_signal,ar_coefficient_k_10_coeff_0,ar_coefficient_k_10_coeff_1,ar_coefficient_k_10_coeff_2,ar_coefficient_k_10_coeff_3,ar_coefficient_k_10_coeff_4,augmented_dickey_fuller_attr_pvalue,augmented_dickey_fuller_attr_teststat,binned_entropy_max_bins_10,c3_lag_1,c3_lag_3,change_quant_f_agg_mean_isabs_True_qh_0.2_ql_0.0,change_quant_f_agg_mean_isabs_True_qh_0.4_ql_0.2,change_quant_f_agg_mean_isabs_True_qh_0.6_ql_0.4,change_quant_f_agg_mean_isabs_True_qh_0.8_ql_0.6,change_quant_f_agg_mean_isabs_True_qh_1.0_ql_0.8,change_quant_f_agg_var_isabs_True_qh_0.2_ql_0.0,change_quant_f_agg_var_isabs_True_qh_0.4_ql_0.2,change_quant_f_agg_var_isabs_True_qh_0.6_ql_0.4,change_quant_f_agg_var_isabs_True_qh_0.8_ql_0.6,change_quant_f_agg_var_isabs_True_qh_1.0_ql_0.8,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_0,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_1,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_2,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_3,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_4,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_5,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_6,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_7,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_8,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_9,index_mass_quantile_q_0.2,index_mass_quantile_q_0.4,index_mass_quantile_q_0.6,index_mass_quantile_q_0.8,kurtosis,linTrend_attr_icpt,linTrend_attr_pvalue,linTrend_attr_rvalue,linTrend_attr_slope,linTrend_attr_stderr,maximum,mean,median,minimum,number_crossing_m_m_1,number_cwt_peaks_n_5,partial_autocorrelation_lag_2,partial_autocorrelation_lag_3,partial_autocorrelation_lag_4,partial_autocorrelation_lag_5,partial_autocorrelation_lag_6,partial_autocorrelation_lag_7,partial_autocorrelation_lag_8,partial_autocorrelation_lag_9,ratio_beyond_r_sigma_r_1,ratio_beyond_r_sigma_r_7,skewness,standard_deviation,time_reversal_asymmetry_statistic_lag_2,value_count_value_0.0,value_count_value_1.0,agg_autocorrelation_vlag_lag_0.25_f_agg_mean,agg_autocorrelation_vlag_lag_0.25_f_agg_var,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C0_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C1_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C2_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C3_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C4_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C5_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C6_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C7_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C8_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C9_bins10_f_agg_mean,frequency_info_N_components,frequency_info_maxFreq,frequency_info_maxPeriod,frequency_info_minFreq,friedrich_coefficients_t_norm_1_m_3_r_30_coeff_0,friedrich_coefficients_t_norm_1_m_3_r_30_coeff_1,friedrich_coefficients_t_norm_1_m_3_r_30_coeff_2,friedrich_coefficients_t_norm_1_m_3_r_30_coeff_3,max_langevin_fixed_point_t_m_3_r_30,number_crossing_mean,number_crossing_meansigma_lb,number_peaks_r_n_1,number_peaks_r_n_5,number_peaks_r_n_50,relative_quantile_q_0.2,relative_quantile_q_0.8,symmetry_v,timelength,value_count_median
SY_AR2_Timmer2_N10000_T10_tau100_eta1000_Mamp0.6_Tmod100_4.dat,-0.0124773040527371,1.5902465384186,-0.9655491051298355,-0.006923632883428354,0.013758317234443013,0.0,-310.0122049083565,1.7421991478435528,-11.748471347902875,7.195030638436894,3.358759574468085,1.5611122503328894,1.42810367352071,1.5557272,3.3963319571865447,7.288846594703163,1.212579027013711,1.0284151313943044,1.2417932133668266,7.344761744208095,0.1365879479488618,0.09135913398579944,0.054021966940313734,0.13708696324623978,0.09798461126588721,0.08002945499617417,0.08578699046409216,0.08513545658624369,0.1511646249433202,0.08084284962306783,0.1857,0.3936,0.6059,0.8236,0.0674131300615799,-0.09826532970821711,0.669243369085343,0.004272381291437123,1.2712282129056328e-05,2.9757263334975228e-05,32.080999999999996,-0.034710275203999996,0.0559535,-31.203000000000003,1980.0,817.0,-0.9797044778500749,-0.02599966789589165,-0.002555254853967732,0.00018931870227249887,0.01318678016552256,-0.003091805707300093,0.012660688415847055,0.010656426158696972,0.3115,0.0,-0.0199837695840967,8.589401286863067,-0.2721474780873866,0.0,0.0,-0.00017002266686704442,0.01340406732474516,0.0035577823363752755,-0.02681640205372956,0.025533535170310484,-0.03319059734152944,-0.01757346729096814,0.014079647570849417,0.0012519351294814562,0.008578872173233918,-0.02006857155044621,0.04787278210725713,10,0.1061,11.049723756906078,0.0905,-0.0003232137051066997,-0.19430636729236603,0.004070906051413748,0.015299724452117894,108.62426554383792,2014.0,1171.0,0.1053,0.0994,0.0081,0.3794640035395993,0.6048479868529171,0.9985673507489413,10000,1
SY_AR2_Timmer2_N10000_T20_tau50_eta1000_Mamp0.6_Tmod100_1.dat,0.006590404441055738,1.8623546421827575,-0.9570392287970755,0.004471062260588715,-0.021760199170823114,0.0,-111.77245835720515,1.7161412641306766,49.383426455361914,10.472823932484799,2.6380784420289856,1.9015449748743718,1.6368701811594202,1.8871797996661104,2.682854128993369,4.2665679196499875,2.144839585238567,1.4199515239906273,1.9409805756186576,4.473917465159262,0.0918905155784216,0.10074709674902417,0.11347921422062233,0.09470477521005824,0.08160656932198969,0.12464632737116542,0.12787805398444627,0.0930801005454135,0.10974089801901148,0.06222644899984758,0.1978,0.393,0.5889,0.7911,0.08355592683911972,0.13379559318216971,0.7736534718238737,-0.002876346732274822,-1.1827667671201062e-05,4.112439418499621e-05,44.281000000000006,0.07466316865999999,0.0066872,-45.964,983.0,597.0,-0.9631803500437353,0.009911915606447936,-0.003935202222299066,-0.0012795686675526234,-0.017011503816826104,0.013493673885707694,0.01116179101717777,-0.0042085984304812375,0.3191,0.0,0.015038547199745397,11.870451853190172,-1.6525908009129975,0.0,0.0,-0.00029538425303009583,0.007939091028636847,-0.16583028518033657,0.09209880918247436,-0.016252011422952635,0.09510607920540633,-0.2593581041725648,0.3421501488100937,-0.07606377451400635,-0.0362053384735313,0.03260194440800361,-0.10942766385847408,24,0.0561,25.839793281653748,0.0387,1.1460111982230477e-05,-0.04703509639042959,-0.0005645596663663229,-0.00867617442742233,0.0856572438220128,981.0,618.0,0.0651,0.0511,0.0085,0.3994758712394038,0.6203667793229541,0.9992467619407169,10000,1
SY_AR2_Timmer3_N10000_Tmean10_tau50_Tmod250_MT1_eta1000_2.dat,0.018782123236727146,1.6419476727551727,-1.0298322881538935,0.008479139420673514,0.0019720342026108596,0.0,-21.409509996843962,1.8169895523619302,6.9946676095552895,-3.76001846220552,2.2789872030651344,1.1670016528925617,1.0848997387687187,1.1796921259842519,2.33909059893859,3.1363086372538627,0.7069750652865241,0.5762333411423115,0.6716797589143779,3.40130450814513,0.09061458704070185,0.11338897302431557,0.14368793751257544,0.08268755101891737,0.08665900678766883,0.12524167618870144,0.1027605163899873,0.0973340719223821,0.07993502378388691,0.0776906563308632,0.1987,0.3847,0.5781,0.7733,-0.18077001828738082,0.0440276058189121,0.9920314453475145,-9.988516839829194e-05,-2.121651442968482e-07,2.1243030005185168e-05,22.636999999999997,0.04296688618000001,-0.0412165,-19.203,1979.0,883.0,-0.957321940491794,0.07645605764544203,0.018676412311098577,-0.029024943016879273,-0.06269442631572865,-0.08613131637488142,-0.0633185819155734,-0.02687719578285759,0.3251,0.0,0.026471317766816913,6.131721281758773,-0.19244244932624985,0.0,0.0,-0.00016519305965410376,0.003956671240639377,-0.03282804140703272,0.04715711427068679,-0.05667446740569253,0.02335215684928527,-0.015301928094759073,0.005204255373661305,-0.0031480164878448136,0.014475666426510755,-0.019924841314640306,0.0544828255081475,43,0.1144,11.778563015312132,0.0849,-0.0003443987541597176,-0.19354332280153527,0.003735805600579118,0.02402685512831121,57.83280230526976,1999.0,1232.0,0.1073,0.0988,0.0079,0.3321940726577438,0.5857576481835565,0.9979879687815487,10000,1
SY_AR2_Timmer2_N10000_T10_tau100_eta1000_Mamp0.6_Tmod250_5.dat,-0.016190043927966604,1.5930694542319523,-0.9565666169961151,-0.023677982552389246,0.010821363091093425,0.0,-32.77160985594386,1.844822137564089,-1.6180404437152003,-0.9848288831166456,3.0556303215926492,1.4444880053908358,1.221604082549317,1.4864597840755736,3.007323340961099,5.90334931067325,1.1208122170933261,0.7658438967609786,1.1792727029440828,5.668922732742766,0.1266994629493331,0.08413715743196593,0.1457166372252136,0.13306382864355235,0.0810253364116235,0.05999423125378288,0.06145036010768006,0.13025326451806002,0.10301165799213474,0.0746480634666538,0.1928,0.3458,0.5716,0.7901,-0.09694296566754224,-0.016871361820884324,0.8559827766369721,-0.0018151280214016468,-4.903652979121047e-06,2.7018123687919754e-05,25.428,-0.041387174889999996,-0.017446500000000004,-26.498,1977.0,851.0,-0.9760472265295631,-0.0118554163519693,0.008339431345645546,-0.005176406488088238,-0.00016924988250206083,-0.01631799904360603,0.011921577584842788,-0.0023948114851699864,0.3142,0.0,0.005722684922070854,7.798693315213704,-0.18238987153974964,0.0,0.0,-0.00012502175357269479,0.01391840317334495,-0.008373502498885401,0.01617620855610393,-0.05330984460434559,-0.014974991046805563,0.032317722295476484,-0.015163283898913435,0.04333556217621809,-0.021521246187995727,-0.014792775570387155,0.03684701693574243,12,0.1072,11.061946902654867,0.0904,-0.0002763039792169973,-0.18970363198983364,0.0036075276316598803,-0.0020597357883446544,22.713989409522668,1985.0,1196.0,0.106,0.0984,0.0081,0.38328582983476484,0.6356507337364711,0.9995389462910681,10000,1
SY_AR2_Timmer1_N10000_T20_tau20_eta1000_2.dat,-0.00038590379624977916,1.8081410074530586,-0.900500803123343,0.004423704157450123,-0.03318146669361406,0.0,-71.50631425614384,1.727934322860589,-20.7298106152635,-4.827448505795963,1.7427375,1.189369146238377,1.068966940240518,1.1414371021775545,1.7266827272727272,1.9581118260266768,0.8410199161824494,0.6614798103857334,0.7171024431209159,1.7971177642774103,0.0967137786857396,0.11072146319308118,0.10252654625240967,0.09005937193041684,0.09365569155942799,0.11048226035015236,0.07784210524880204,0.10766712608480952,0.1138128200765361,0.09651883661862484,0.1976,0.4011,0.6,0.8038,0.1018984187865919,0.003060032471254765,0.9158369930359624,-0.0010569224525258756,-2.7632214017971343e-06,2.6146631810656985e-05,27.134,-0.010754692927030008,0.095951,-29.479,988.0,690.0,-0.9063676578527506,0.0020181805751738825,0.0020599843105139643,0.012792635246587473,-0.016062139744602504,0.002598745473570169,0.02182562772065596,-0.003511004391268592,0.3149,0.0,-0.0512626362797185,7.5471318088131945,0.31335603522222405,0.0,0.0,-0.00018820410397638675,0.0034133926474060458,-0.02554021745034899,-0.11588123938476487,0.03259941305067076,-0.030416953917420473,0.05271624813467773,0.06060915384404308,-0.13483624375476969,0.12603632082904492,-0.164358507617746,0.1319302710116986,48,0.0662,42.016806722689076,0.0238,1.2465612615517594e-06,-0.049282732585055826,1.8586301643876739e-06,-0.006530825547379817,-0.007084764105127541,1008.0,616.0,0.0893,0.0551,0.0096,0.4096408952007489,0.6319626234257149,0.9981151733183716,10000,1
SY_AR2_Timmer2_N10000_T10_tau100_eta1000_Mamp0.9_Tmod250_1.dat,0.01749635431582055,1.5959475544139212,-0.9645214520163674,-0.02041194512927713,0.014923790399039058,0.0,-314.18689655360294,1.7322818370842843,11.647802236478835,-12.12352195725643,3.4347980137509557,1.6072925722145806,1.4375862855007473,1.5817177353342426,3.499403053435115,7.531412797918133,1.3242870379090645,1.0588454227056368,1.3772806751834117,8.175698044738768,0.06473871894699584,0.0797720765499544,0.10563960363168935,0.07303253881716731,0.08831355917889663,0.07445901638327698,0.08063645686896362,0.16689796120852815,0.14708467529424576,0.119425393120282,0.2166,0.44,0.6735,0.8374,0.031193600205017713,-0.010600192850222928,0.7198238337112577,0.0035873793630895406,1.1026368981942777e-05,3.0739433190775506e-05,33.667,0.04452613887499999,0.048808000000000004,-32.606,1987.0,814.0,-0.980897100271453,-0.007860480842428182,0.010117175692271278,-0.00395968654663452,0.002445413070582283,-0.010075392512417514,0.011765900573873401,0.001129632153370164,0.315,0.0,0.005974654986707299,8.872879647994338,1.7629369410126816,0.0,0.0,-0.00017082855488007804,0.018222664198168724,-0.0006628389409283742,0.049359113059344636,-0.019061364165102623,-0.04436163682122194,-0.02594990426796659,0.046778837406744246,-0.011455523274451665,0.022934920197687846,-0.014169913015105593,0.006032895497826697,6,0.1069,10.626992561105208,0.0941,0.00013191795575762913,-0.18887673387269394,-0.0012045240769382472,-0.013033198923961554,0.06766969729034274,2001.0,1189.0,0.1052,0.0992,0.0083,0.38029212499811393,0.6046564966124969,0.9999353905644078,10000,1
SY_AR2_Timmer2_N10000_T20_tau50_eta1000_Mamp0.3_Tmod100_3.dat,0.008570469036220048,1.866637113781223,-0.9621604117692302,-0.012208000018539722,0.009809685741273073,0.0,-114.96464716048352,1.8202758894951137,136.26813157485662,38.15384840126113,2.5683164215686274,1.8834912116040952,1.8119990838769804,1.9389276505513147,2.7317328458257157,3.9932909659068025,2.0124581885831736,1.7658832411668828,1.8820422510081356,4.476593441998543,0.10011567532238733,0.10842260836833033,0.12328823261174908,0.08723254769426868,0.115167517769972,0.07780543631564993,0.10560908391977772,0.08510459036937129,0.1151944121863034,0.08205989544219025,0.2013,0.3947,0.5953,0.8016,-0.09536892169708411,0.396844167381378,0.12605066399646847,-0.01529964639611373,-6.26098573080064e-05,4.0921723691020064e-05,41.953,0.08382618576999999,-0.0476955,-38.577,999.0,617.0,-0.9641541172227879,0.021566483119636302,0.0044144189649974915,-0.006624449028555699,-0.005155704202557228,-0.015468452895003927,0.015449023256078111,-0.004355172688562173,0.3187,0.0,0.07110523558174246,11.813285370812356,-0.06475370653466679,0.0,0.0,7.442328384932698e-05,0.008801714019915965,0.07570078603672394,-0.07631265287309084,-0.01908108909259333,-0.15578177910039198,0.3292288195718796,-0.10476914514623109,-0.07901797161098276,0.048428996384464226,-0.006803773311357247,-0.01428060995162211,30,0.0563,25.70694087403599,0.0389,-0.00025882937914755837,-0.05048918728067298,0.0033396203059940575,0.0010429571961227306,223.21779985150746,1003.0,630.0,0.065,0.0517,0.0091,0.3549857196075996,0.6029790140320377,0.9983667988852601,10000,1
SY_AR2_Timmer2_N10000_T20_tau50_eta1000_Mamp0.3_Tmod250_2.dat,-0.003052539909925887,1.8663651747339682,-0.9767589862884622,0.002874134575213589,0.026051717922580986,0.0,-26.21278426867353,1.8014552486394606,1.294246924765168,4.265081077699912,2.5315012121212126,1.827100423011844,1.5370837970722782,1.9216713197969544,2.553093260473589,3.9362806179864096,2.043135984746014,1.2945818298646936,2.0656593668339607,3.866063474399023,0.14422233777608817,0.11794133412186132,0.08168421926560403,0.09308600292076621,0.11147666664566906,0.07899194903576412,0.09322279884148738,0.07512989740009211,0.11002314611096946,0.09422164788169801,0.1681,0.3803,0.5845,0.8021,-0.0995185974491335,-0.0710628678738007,0.9004139398834213,0.0012515405114186793,4.929326247384885e-06,3.938997857490015e-05,39.631,-0.04641870129999996,-0.081913,-38.927,1012.0,623.0,-0.951730223473473,-0.06571148231060232,-0.01649385194969994,-0.013869424208337736,-0.010355006242824514,0.007486461207393485,0.005633802298371002,-0.0029265866844167075,0.3277,0.0,0.00960964328746572,11.369779066901312,12.874851154662418,0.0,0.0,-0.0004793283419399808,0.007932732901632279,0.05173326985598791,-0.029037625663188522,-0.2854146192386362,0.2512330045437398,0.09389113350590646,-0.23886227150028078,0.05290122252650066,-0.03554096518930227,0.11114523770850693,-0.07280090673986331,36,0.0634,35.587188612099645,0.0281,3.201409534047685e-05,-0.049114358080787256,0.0005203361939319875,-0.0034984066676352413,2.8618644819836154,1020.0,629.0,0.0671,0.0523,0.0087,0.37222434379693986,0.6183507726775123,0.9995481771595509,10000,1
SY_AR2_Timmer3_N10000_Tmean10_tau50_Tmod100_MT1_eta1000_1.dat,-0.013182573196523337,1.6392599926592872,-1.0169818366252081,-0.0067540153901409425,0.004545989403278883,0.0,-23.4431268789712,1.7366346606061906,0.033632401960257144,0.6857761740765624,2.4655366057838664,1.087001879194631,1.0501244087719297,1.1527507362784473,2.540242770628312,4.119018285638708,0.6626190602380794,0.5583902915745683,0.6389414621513989,4.242112015407614,0.10085442387147825,0.09219995766788694,0.08907931519293819,0.09229826457994209,0.08658239144746671,0.1137751063418684,0.08927819754782818,0.11227734532695378,0.11155588251185643,0.11209911551178094,0.2011,0.4132,0.6052,0.8086,0.17198860709298147,-0.04893349468225379,0.8869153203545055,0.0014222620439896928,3.0836192823789933e-06,2.1683237519205868e-05,23.518,-0.03351694008000001,-0.08510150000000001,-23.139,1972.0,886.0,-0.9585611503691519,0.07728645131158371,0.03605031652510168,-0.01714624698793213,-0.0585015892398899,-0.07086717636306605,-0.05599641269135007,-0.026911267558527296,0.3063,0.0,0.022165819235044862,6.258791835800027,-1.4518536924317893,0.0,0.0,-0.00023500342218391816,0.005559474860391503,-0.010374615742553281,-0.002807755068934128,0.026432752960304316,0.03594266436241221,-0.038359254175181434,-0.05031372744019741,0.045947979885464334,-0.03320778257638365,-0.015095481861197683,0.06381390525670448,37,0.1144,12.391573729863692,0.0807,-0.00021064253213354337,-0.19430232239125395,0.0028884974198915537,0.015217591675189327,81.15389873022336,2024.0,1116.0,0.1103,0.0993,0.0081,0.38647576998092464,0.6050753370340999,0.9988943875534217,10000,1
SY_AR2_Timmer2_N10000_T20_tau50_eta1000_Mamp0.6_Tmod100_4.dat,0.011210354344900732,1.8641352064132706,-0.9626175616985861,0.0014552773404084146,0.0022524505602828093,0.0,-105.8451415895302,1.727368328916053,66.19488294735255,13.501245678530331,2.4180770909090907,1.601749833610649,1.5681152004599817,1.7849124790619761,2.4859474772036476,3.6674187552812345,1.6049595342137828,1.3714417321649064,1.7565106078090973,3.88138819915017,0.08358909278219503,0.1206583238177626,0.09836644488364316,0.12010235009891422,0.08176921515817978,0.10286838739699897,0.07701375032397394,0.0867297221703629,0.08838516331740177,0.14051755005056762,0.2004,0.3918,0.5898,0.8119,0.022765790409768893,0.0956091374226072,0.949106131673022,0.0006383729386575018,2.394812472725836e-06,3.7518061259335694e-05,41.902,0.10758200238000001,0.0152095,-39.295,981.0,614.0,-0.9577863203349947,0.020937588280107097,0.004206500840729046,0.004312129337798967,0.00600821719054408,-0.007024049153684932,0.010236341190961213,-0.0010295426922111298,0.3144,0.0,0.03052694201441328,10.829450428940566,2.881890689355805,0.0,0.0,-0.0004288895539579901,0.006155608147427945,-0.1727445485257734,-0.00994943132183326,0.3091907870719949,-0.1265549811590316,0.05476040804753993,-0.1482839532143874,-0.15580503500620455,0.16870953051998794,-0.007953911460884562,-0.037365234877125175,36,0.0596,26.52519893899204,0.0377,0.0002500832716675085,-0.04882120757408353,-0.0033160925589214006,-0.005603873726387312,0.315472089182888,999.0,586.0,0.0696,0.052,0.0093,0.3741098809069301,0.5978090323534121,0.9988623655753291,10000,1
SY_AR2_Timmer2_N10000_T10_tau50_eta1000_Mamp0.9_Tmod100_4.dat,-0.007609656351158187,1.57667949944845,-0.9586217299569153,0.020457716426561218,-0.03836348148736585,0.0,-69.07054016022143,1.7640062692184548,-0.7834342470829471,0.335169332885625,2.4513719999999997,1.1788230974632843,1.0758472357142859,1.2410267029972752,2.4465124328472756,3.659770450585231,0.733608877370379,0.601911351722691,0.7936903465076584,3.7438635980649178,0.09065950155790684,0.13030373567812334,0.129637107682711,0.07580373653955415,0.08442582614196592,0.09772494808812203,0.10963592244068411,0.08800478618977373,0.12739149704481922,0.06641293863633964,0.188,0.382,0.5958,0.7968,-0.1814073067182429,-0.10227410544912843,0.44665221246973075,0.0076109224918745,1.681201712893858e-05,2.2090898465241828e-05,23.506,-0.018222425813,-0.0485375,-22.638,1975.0,866.0,-0.9637233714422319,-0.016701614754531826,-0.016066460667442276,0.008541094949319981,-0.011890199071155756,-0.007871497295836817,-0.009420162646323525,0.007617309495510865,0.3221,0.0,0.00446055169098762,6.3766400044435185,0.1317796212938238,0.0,0.0,-0.00023540636366236966,0.008538339789929171,-0.007644859541680539,-5.2819040434358475e-05,0.002383245728993579,0.016148354209897874,-0.0026614142681298247,0.022540111815675046,-0.07291462627605384,0.01125533207925288,-0.005567228177119496,0.03093657239512594,15,0.1111,12.437810945273633,0.0804,-0.00012726787293614286,-0.1904853874209568,0.0009929574476421974,-0.0005650840818890125,20.260374763459843,2005.0,1222.0,0.1076,0.0984,0.0085,0.37183815880721216,0.608315273925104,0.9993430332397062,10000,1
SY_AR2_Timmer1_N10000_T10_tau100_eta1000_2.dat,-0.011760136332453708,1.5956469249789942,-0.9694631666805638,-0.016804001715197775,0.0119769255780878,0.0,-318.50930745378474,1.7277421471160932,-2.0099866338162835,0.11067818324353214,3.701159561602419,1.5384383141762454,1.3185040649171271,1.5692256443298969,3.6745351963746224,9.079492578946747,1.2780197945218068,0.8537640685508688,1.3093721614171105,8.83696119466756,0.10061858955064681,0.12356327765179406,0.09738605130735514,0.06481177400627451,0.07768873635331622,0.12460065450715015,0.12101756618264518,0.1254668152613662,0.09785960045779607,0.06698693472165558,0.185,0.3961,0.6009,0.778,0.2804479523772927,0.04381419422848889,0.6192563527466488,-0.004969636201573402,-1.5252481899887769e-05,3.069403552041635e-05,33.453,-0.032440589030000015,0.032823500000000005,-32.876,1987.0,802.0,-0.9813572585273028,-0.008045152806040283,0.0031756683098082485,-0.008556886259080848,-0.003992303331093705,0.019000485491535993,0.001970929835822645,0.0011963117264382316,0.3013,0.0,0.0041152175570066075,8.859828093545318,-0.2532279437720731,0.0,0.0,-0.00021497993162631764,0.01562173578061568,0.008662340724432952,0.028073173014752283,-0.020786653680585597,-0.0068493207398650285,0.01596178517229751,-0.013168031589950275,-0.03022112137081433,0.037381184526211884,-0.03674808437954614,0.039904268652658594,6,0.1,11.135857461024498,0.0898,-0.00010341928610788019,-0.19547917009983135,0.002035848268029125,0.01958551085290662,103.04163984295664,1999.0,1123.0,0.107,0.0988,0.0076,0.3874036997391789,0.6027725429299401,0.9990160549830391,10000,1
SY_AR2_Timmer2_N10000_T20_tau50_eta1000_Mamp0.3_Tmod100_2.dat,0.006033784299947175,1.865942386996014,-0.9684276504883964,0.004994529643017651,0.01914580780048028,0.0,-115.75105911899263,1.8112341694228524,29.968869120905747,15.723480997363128,2.7321147540983604,2.0057507949790794,1.724962582020389,1.890681725888325,2.710144155057541,4.579643688713707,2.078886717378029,1.6713244193899448,1.9562884188200327,4.5100963559606875,0.11605752027750428,0.060480006811257,0.0835169671076454,0.07617731460548147,0.12374194989194719,0.14284233548716202,0.0935611490314186,0.06712527177998599,0.11367636251922505,0.12282112248837294,0.2157,0.4322,0.6008,0.8153,-0.023454878904630938,0.2516944726321507,0.3723351312652484,-0.008922016209368624,-3.733736263469362e-05,4.185109038734628e-05,41.882,0.06502632813999999,0.08017149999999999,-41.123000000000005,1005.0,605.0,-0.9637098961672022,-0.002061700474152048,-0.007578727424517601,-0.007677848656573988,0.012634451277954756,0.02321067079515725,-0.01487716459855464,0.006308168815708048,0.3138,0.0,0.001920815569240411,12.080641726223021,3.312234380476558,0.0,0.0,-0.0002247422935575604,0.00791064947993623,-0.21235688678992432,0.06133355814633296,0.22074488363323413,-0.037064018713130836,0.06605326782119073,-0.2760711103455998,0.30038521211526864,0.07762620767083268,-0.21192037707141548,-0.038894565012888155,30,0.0583,27.47252747252747,0.0364,-0.00023124633750658431,-0.049979859901169196,0.002221491454947309,0.002758824235086169,160.8973824872852,999.0,606.0,0.0648,0.0524,0.0091,0.37436299018131447,0.6175170170471659,0.9998175390415035,10000,1
SY_AR2_Timmer3_N10000_Tmean10_tau20_Tmod250_MT1_eta1000_3.dat,0.02619856973509496,1.5655749448817868,-0.9492530573241955,0.020633485349267972,0.004711510866690926,0.0,-41.6587594844519,1.5943213996643515,2.4124204256945316,-1.1373795057518876,1.5521810213414635,0.7273880079681276,0.6564604289107414,0.776584109589041,1.5683493506493504,1.6150471314309691,0.28823992359948464,0.21714488053395553,0.31098292739133043,1.6822636106431994,0.10627869227208173,0.08458989882317686,0.13257465089446532,0.08511879777129301,0.09299049602833076,0.09127425241720334,0.11095272813613792,0.09201923426104856,0.0904338465551733,0.11376740284108916,0.2099,0.4006,0.6121,0.8058,0.11926226605854451,0.09395159010631796,0.7271035268511775,-0.0034902363009530007,-4.887475658029392e-06,1.4004595349360656e-05,16.654,0.06951665555400001,0.069788,-18.258,1957.0,920.0,-0.9032748854647472,0.03598274538600664,0.0050127511914146525,-0.007361712037333232,-0.011958726472803986,-0.02649437083530991,-0.03859686906150296,-0.009290196414592385,0.3181,0.0,0.009972514895162123,4.042398750969388,-0.5113864487160041,0.0,0.0,-0.00012553942813363546,0.002216398000692092,-0.026885591959125557,0.045436857195516114,0.01047820089403378,-0.004147099029811116,0.0018773576482340778,-0.04292429044090839,0.05222183954230264,-0.027374554078997637,0.047647596612172674,-0.044953545246651315,43,0.1139,12.5,0.08,-0.00015116730986500078,-0.19416994137831778,0.002995413736758518,0.013258185169591928,64.93634716802195,2015.0,1180.0,0.1219,0.0955,0.0089,0.4284085701191567,0.6220439963336388,0.9999922277599106,10000,1
SY_AR2_Timmer2_N10000_T20_tau50_eta1000_Mamp0.3_Tmod250_1.dat,0.01196209213525292,1.8601010357455356,-0.9541461022660253,-0.017199302619817315,0.017139298277388748,0.0,-25.491944685567937,1.8359800459532782,35.793358157815206,23.917611652222423,2.7588387878787883,1.9614661628883292,1.7816794102079396,1.8623692899914457,2.6830759878419452,4.511710932798531,2.003417644975957,1.7107360182906668,2.1308822575085635,4.356163944985727,0.11053464813751254,0.10814009061939789,0.09649807223757173,0.09634189182005548,0.13458850276936077,0.07587956751394745,0.07520567739153793,0.0935707342993574,0.10884060385992123,0.10040021135133753,0.1984,0.3987,0.5937,0.8132,-0.04865034260017165,0.33930348959750833,0.30902436003308714,-0.010173722086677998,-4.230777315481715e-05,4.158735063305133e-05,40.7,0.12778577770999996,0.190775,-39.895,1021.0,632.0,-0.9620388190289295,-0.021464127843477055,-0.0060816878315296825,-0.016170470363518766,-0.00630766023429682,0.011783275005964955,0.004909265371359633,0.019360363063871296,0.318,0.0,-0.01012249242241004,12.004654682675325,3.0910864651059486,0.0,0.0,-0.00018904805260045924,0.007487053808232943,-0.08150422857949907,0.06193326232881731,-0.13393929245906896,0.03847418918046584,-0.0021649672966986204,-0.06041058705493234,-0.034829328890633206,0.23068409402221107,0.03401935866675339,-0.2766674964354483,35,0.0586,25.12562814070352,0.0398,1.8257276688046855e-05,-0.05151844614755375,0.0004781401248915006,0.0081951467124943,99.98899188453807,1004.0,620.0,0.0663,0.0519,0.0089,0.3701594391711645,0.6224579688566289,0.9992184475179602,10000,1
